userId,movieRow,rating,TimeStamp
11,1753,4,978904024
11,1682,1,978902586
11,216,4,978904376
11,2997,4,978902286
11,1259,3,978903041
11,1188,4,978220319
11,2706,2,978902286
11,586,1,978904356
11,587,3,978219045
11,2639,2,978902477
11,2136,1,978903743
11,1265,3,978219815
11,2710,3,978220867
11,663,4,978904024
11,590,3,978902349
11,1197,5,978903297
11,2712,1,978220669
11,1198,4,978218913
11,593,5,978219607
11,1916,4,978220867
11,597,3,978220521
11,3448,4,978903351
11,231,3,978904192
11,1777,4,978903927
11,2076,4,978908976
11,1278,3,978903297
11,1923,5,978220393
11,2580,5,978220030
11,1784,5,978219917
11,318,5,978219547
11,246,4,978902439
11,249,3,978220645
11,1358,5,978219776
11,1288,4,978903107
11,2804,5,978902902
11,3608,4,978903365
11,2806,1,978904615
11,3396,1,978903107
11,3101,1,978902406
11,2598,1,978904299
11,2302,4,978220896
11,3105,5,978219702
11,3107,3,978221143
11,2306,1,978904849
11,764,5,978219869
11,2746,4,978903773
11,333,4,978904356
11,1441,3,978902349
11,2174,4,978903278
11,3552,1,978903278
11,778,4,978219895
11,2683,4,978904242
11,342,3,978221632
11,1887,2,978902286
11,345,4,978220669
11,272,2,978902477
11,2321,3,978903107
11,2325,3,978904615
11,3129,4,978903701
11,2329,5,978220030
11,784,2,978904376
11,2907,2,978904916
11,2762,5,978219815
11,788,1,978904053
11,2766,4,978903209
11,3499,2,978902477
11,356,5,978903209
11,357,1,978903395
11,36,3,978902405
11,2335,3,978904795
11,1461,1,978904682
11,1394,4,978902965
11,2918,5,978903129
11,435,1,978904682
11,47,3,978902560
11,3146,3,978904939
11,3148,4,978220521
11,1546,4,978902521
11,1042,2,978221225
11,2858,5,978219634
11,440,2,978220361
11,441,3,978220561
11,515,3,978220867
11,50,5,978219607
11,2355,1,978902350
11,2282,4,978902522
11,2359,2,978903379
11,3809,5,978903728
11,2791,4,978903186
11,2795,5,978903701
11,1059,4,978220622
11,454,2,978220930
11,1701,4,978221676
11,3160,4,978220432
11,2431,2,978904634
11,1704,5,978219701
11,2507,1,978904711
11,1563,5,978221617
11,1498,3,978221017
11,1136,4,978902965
11,531,3,978902521
11,608,5,978219667
11,3174,2,978903658
11,3249,1,978221581
11,3176,3,978221069
11,1573,1,978221307
11,3178,4,978221047
11,104,5,978903811
11,1213,4,978902439
11,3755,3,978219385
11,2883,3,978903186
11,2959,5,978220687
11,543,5,978219917
11,3255,3,978220577
11,3182,1,978909052
11,85,1,978902286
11,110,3,978902349
11,88,4,978904663
11,986,1,978220829
11,1080,4,978903076
11,551,3,978221164
11,480,4,978220743
11,481,5,978221260
11,1089,5,978219776
11,1732,4,978903927
11,2539,4,978904142
11,1665,2,978904327
11,2396,2,978902561
11,994,5,978219733
11,2106,3,978902560
11,2109,5,978903658
11,1307,3,978903076
11,708,1,978902586
11,3418,5,978219776
11,1673,3,978902350
11,1747,3,978220867
11,1244,4,978903024
15,3421,4,978196170
15,648,4,978212463
15,3354,2,978196692
15,2485,3,978196817
15,141,4,978198350
15,2126,3,978212274
15,2058,3,978198516
15,3798,4,978196866
15,2997,2,978196418
15,653,2,978212570
15,2702,1,978196848
15,2706,4,978196348
15,2707,4,978196389
15,587,3,978198535
15,2490,4,978196741
15,1909,4,978198907
15,2567,4,978198847
15,3298,4,978196418
15,2496,3,978198493
15,3004,2,978196389
15,3005,4,978196442
15,6,4,978198250
15,3948,3,978197734
15,1265,3,978198201
15,805,4,978198420
15,1193,4,978199279
15,733,3,978212698
15,3510,5,978361393
15,1196,4,978212628
15,2712,3,978196521
15,1198,4,978196126
15,2640,3,978212720
15,593,4,978199279
15,1840,2,978197493
15,2571,4,978197870
15,300,4,978197928
15,2719,3,978196579
15,231,2,978198790
15,160,2,978212507
15,1777,3,978198394
15,161,4,978212013
15,1411,3,978211800
15,1343,3,978198323
15,1271,3,978198104
15,748,3,978196103
15,2724,3,978196817
15,1923,4,978198104
15,2581,3,978196692
15,3386,2,978212416
15,1783,2,978212494
15,1784,3,978198125
15,318,4,978197830
15,1422,4,978212463
15,3534,3,978196348
15,3461,4,978212698
15,3535,2,978197348
15,2598,3,978196775
15,2302,3,978198379
15,1500,3,978212166
15,3105,3,978198125
15,257,3,978212463
15,3108,4,978198616
15,2161,2,978212698
15,1291,2,978212645
15,832,4,978198581
15,762,3,978212352
15,2676,3,978196625
15,260,4,978212645
15,3113,4,978196499
15,266,4,978198907
15,1370,4,978198772
15,3623,3,978196692
15,3624,4,978197054
15,2826,4,978196348
15,2683,4,978196389
15,1883,3,978198442
15,3489,4,978212591
15,1885,2,978198150
15,2688,3,978196546
15,344,4,978198640
15,2321,2,978198301
15,1527,4,978198581
15,2188,3,978196348
15,780,2,978198735
15,2908,3,978198266
15,2762,4,978196817
15,2763,3,978196866
15,788,3,978198874
15,3566,2,978197314
15,2764,3,978212254
15,2694,4,978196418
15,1892,4,978212431
15,3499,4,978198323
15,1968,4,978196188
15,32,3,978198235
15,356,4,978198169
15,357,1,978198125
15,1608,3,978198379
15,2268,4,978196975
15,1466,4,978212166
15,1396,4,978198442
15,2840,4,978196848
15,2841,4,978196848
15,3717,3,978196546
15,2916,4,978197453
15,2770,1,978196442
15,3646,3,978199149
15,500,4,978198493
15,3578,5,978196546
15,434,3,978212329
15,364,4,978198062
15,1610,4,978198169
15,367,4,978212166
15,3145,3,978198535
15,368,3,978198493
15,47,4,978198104
15,1615,3,978197476
15,296,3,978197928
15,3147,4,978197971
15,2272,3,978198907
15,3148,4,978197985
15,2273,3,978198834
15,1617,3,978212113
15,1619,4,978211867
15,2278,2,978212210
15,3723,4,978198394
15,2858,4,978196348
15,442,3,978198790
15,517,3,978212463
15,50,4,978197842
15,2424,3,978197100
15,3081,3,978198735
15,3155,4,978196389
15,2427,2,978212046
15,1625,4,978198456
15,1485,3,978198548
15,1487,4,978198011
15,524,4,978198150
15,3301,2,978212228
15,380,3,978197453
15,2501,4,978198125
15,527,4,978197830
15,3160,2,978196657
15,1702,3,978212590
15,457,4,978197971
15,2506,2,978198277
15,2433,4,978198735
15,1704,4,978197887
15,1639,2,978198201
15,2000,4,978197004
15,2001,4,978197004
15,2002,3,978197004
15,2006,4,978197453
15,70,2,978212287
15,539,4,978198469
15,73,4,978197903
15,3247,2,978212185
15,3174,4,978196657
15,1644,3,978212494
15,3176,4,978196848
15,1645,3,978212228
15,3178,4,978196210
15,104,4,978198235
15,1210,4,978212663
15,3753,5,978196741
15,1213,4,978212141
15,3755,3,978212752
15,2881,3,978196472
15,2882,3,978196625
15,2959,3,978196521
15,3256,4,978198236
15,1580,2,978197476
15,110,5,978196933
15,1729,2,978212210
15,2387,2,978212312
15,1586,3,978212065
15,2389,4,978212352
15,2961,3,978196848
15,2028,4,978197856
15,553,4,978198649
15,480,4,978197998
15,628,4,978198040
15,3261,2,978198493
15,2605,3,978196499
15,3408,4,978196499
15,1804,4,978212312
15,1805,4,978212185
15,1732,3,978198601
15,2391,3,978198150
15,2539,2,978199023
15,2394,4,978196775
15,2396,4,978196817
15,1597,4,978212463
15,3773,2,978199167
15,1092,4,978198581
15,1810,4,978198834
15,3418,3,978198062
15,2617,1,978197517
15,1672,4,978198442
15,1673,3,978198818
15,2115,4,978212720
24,2987,4,978135218
24,3424,4,978132011
24,648,3,978134375
24,3354,1,978132906
24,2628,3,978135358
24,1259,4,978131980
24,3361,4,978132232
24,585,4,978133348
24,3000,4,978134286
24,153,4,978134441
24,2132,5,978132879
24,2064,4,978132232
24,802,3,978133879
24,1263,5,978132794
24,1265,4,978135045
24,1193,5,978136709
24,590,4,978134286
24,1197,4,978132232
24,1198,5,978135169
24,2640,4,978135247
24,592,4,978135247
24,593,5,978132483
24,2716,4,978132276
24,597,4,978133171
24,3448,5,978132163
24,303,4,978134351
24,1777,4,978133171
24,2144,4,978132083
24,2145,4,978132183
24,1270,4,978131939
24,2723,3,978134351
24,3526,4,978132011
24,2657,4,986157459
24,1784,3,978131551
24,1788,3,978133814
24,318,4,978132735
24,175,4,978133814
24,2081,4,978132083
24,1358,5,978132735
24,1288,5,978131980
24,3608,3,978132083
24,2734,3,978134456
24,2301,4,978132128
24,3104,4,978132040
24,329,3,978135339
24,3039,4,978132083
24,902,4,978135045
24,1291,4,978135218
24,1296,5,978132860
24,3471,4,978132879
24,2671,4,978133257
24,260,5,978135156
24,261,4,978133879
24,266,2,978132963
24,2243,4,978132127
24,1441,4,978133237
24,2245,4,978132163
24,2174,3,978132011
24,912,5,978132500
24,2248,4,978132040
24,1377,4,978133200
24,919,5,978135156
24,3552,5,978132040
24,2683,4,978133367
24,2757,4,986157090
24,1958,5,978132183
24,1959,5,986157437
24,3129,4,978133171
24,920,5,978134987
24,3707,1,978131551
24,858,5,978136660
24,2836,4,978133286
24,2692,4,978134987
24,1027,3,978133933
24,1965,3,978132127
24,1968,5,978131551
24,425,4,986157070
24,2406,4,978132128
24,2407,4,978132163
24,1535,4,978134987
24,1394,4,978131928
24,2915,4,978132083
24,2918,4,978132276
24,500,3,978134159
24,3210,4,978132128
24,364,4,978131578
24,3072,4,978132276
24,296,5,978132794
24,2858,4,978132571
24,372,1,978133072
24,50,5,978135062
24,2424,3,978133334
24,3081,4,978134533
24,2352,4,978132040
24,953,5,978132842
24,2791,4,978131980
24,2795,4,978132011
24,1057,4,978133305
24,2797,4,978132040
24,380,3,978134313
24,527,5,978132483
24,3160,3,978132818
24,1704,4,978132818
24,1633,4,978133782
24,1635,4,986156995
24,1569,4,978133237
24,2001,3,978132163
24,608,5,978132668
24,539,3,978133273
24,468,4,978133414
24,3175,4,978135218
24,1213,5,978132571
24,3685,4,978135045
24,1073,5,978135218
24,1079,4,978131980
24,1721,3,978131578
24,3254,4,978133305
24,1580,4,978134324
24,110,4,978132879
24,1584,2,978133665
24,1220,4,978131980
24,2023,3,978133782
24,1221,5,978132463
24,1225,4,978132516
24,2028,5,978132794
24,3699,4,978135218
24,1663,4,978132083
24,2396,4,978134987
24,2100,4,978132163
24,1230,5,978134882
24,1307,5,978131980
24,1090,4,978132818
24,1094,4,978135019
24,1674,4,978134987
24,208,1,978134085
24,1247,4,978132702
25,2987,4,978131283
25,2628,5,978130670
25,3793,4,978131283
25,3798,2,978386265
25,2700,2,978131240
25,1831,2,978132594
25,2709,5,978131137
25,2490,4,978131157
25,588,2,978385998
25,1909,3,978132441
25,223,5,978130919
25,150,4,978132793
25,157,3,978133433
25,1196,5,978132002
25,2712,4,978130991
25,1198,5,978130633
25,737,3,978132853
25,2716,5,978131048
25,2571,3,978132158
25,1917,4,978132586
25,2574,3,978131157
25,1270,5,978132138
25,1920,2,978133433
25,1921,4,978132180
25,1356,5,978132216
25,2804,2,978386028
25,688,4,978133460
25,329,2,978132488
25,1291,5,978132431
25,2094,3,978132504
25,2676,5,978131094
25,1876,2,978132424
25,260,5,978131930
25,3114,4,978131266
25,2173,3,978132620
25,1371,2,978132424
25,1372,5,978132192
25,1373,3,978132829
25,1374,5,978132180
25,1375,3,978132255
25,1376,5,978132234
25,3623,4,978131137
25,2683,3,978130855
25,1882,1,978132853
25,2324,4,978134637
25,2253,4,978130612
25,780,4,978132216
25,1387,3,978132226
25,788,2,978132488
25,2692,5,978131194
25,2693,3,978131266
25,1391,3,978132586
25,3717,4,978131048
25,3578,4,978131048
25,435,3,978132739
25,1610,5,978132793
25,1544,3,978132766
25,3156,5,978132424
25,2355,3,978130895
25,1129,4,978132234
25,2501,5,978132742
25,2502,5,978131157
25,1704,4,978132864
25,1639,4,978386028
25,3745,4,978386228
25,1205,5,978132441
25,3676,1,978132285
25,3174,4,978386112
25,3175,3,978386056
25,1573,5,978132424
25,2011,5,978132424
25,3751,3,978386028
25,2012,5,978132347
25,1210,5,978132138
25,3753,5,978131157
25,546,4,978132960
25,473,3,978133460
25,1653,4,978132180
