84492068,208715713
84492068,285562572
49394233,356724528
84492068,199005476
27850931,124175827
56245076,391270602
82905542,286104549
82905542,223038108
82905542,286104549
82905542,277070303
82905542,311907490
82905542,238759903
82905542,155699953
82905542,155699953
82905542,201462968
82905542,201462968
82905542,23163208
82905542,185866316
82905542,108169545
82905542,171992685
82905542,390746634
82905542,390746634
82905542,22382090
82905542,226143341
82905542,177135112
82905542,166053083
82905542,175613937
30955749,174806191
30955749,174806191
30955749,290106425
102727427,393009886
34723367,109649345
34723367,48703796
34723367,48703796
34723367,48703796
34723367,48703796
8440456,366598698
8440456,366598698
68513171,179521574
136754847,334498625
36953591,377847249
78331026,155524749
78331026,344238790
36953591,221733780
36953591,323974979
36953591,349617486
36953591,98807967
36953591,310570753
108168148,120252705
108168148,8562757
91540968,187696986
108168148,205867690
91540968,199879584
108168148,245483539
108168148,147758252
108168148,261083145
108168148,261083145
19340590,246411893
19340590,246411893
108168148,58154589
75916920,138424708
75916920,75996226
75916920,296631395
92502609,43804013
92502609,43804013
89644945,374431596
75916920,111753793
95204063,138366078
95204063,220089955
100366139,359928601
100366139,348645692
100366139,336294974
100366139,336535514
96079462,122437348
119084219,274945979
74694804,33818979
9863416,403547067
100397503,397962887
126010230,329040233
126010230,14524914
126010230,213805963
126010230,213805963
126010230,179687214
126010230,202223433
10004287,21063818
126010230,104079063
126010230,343049183
10004287,187819484
126010230,298859643
126010230,144810618
126010230,67607574
611920,51735028
126010230,300941223
611920,394086183
611920,138366078
611920,376564409
31779961,238609628
90924422,135386750
90924422,24256913
90924422,318160837
90924422,280097265
90924422,319459691
90924422,5793635
10004287,59593617
10004287,64570092
10004287,60597288
100871846,199609432
6847334,155224490
100871846,95302722
100871846,84835168
16847823,18814512
4110672,185823586
16847823,181962496
26720422,173361246
26720422,111841499
12297890,347877209
26720422,357408732
117301497,293772331
117301497,138614503
117301497,172299313
26720422,149892257
35148772,102422995
117301497,174514544
26720422,305897529
26720422,305897529
4110672,398982008
4110672,64138299
117301497,2319229
117301497,154409670
26720422,35030593
26720422,181179085
117301497,236121832
26720422,111574785
117301497,185095496
117301497,293772331
117301497,291443265
117301497,356987435
117301497,353003318
117301497,128394739
117301497,214497441
117301497,263705051
117301497,167627363
117301497,286882198
117301497,286882198
117301497,286882198
117301497,386304030
103962421,354833228
103962421,322787563
103962421,297938406
103962421,342333954
103781365,125028509
11680145,33745619
11680145,33745619
103781365,384794633
103781365,340136914
103781365,149696964
117301497,137504369
117301497,295651906
65704391,98807967
117301497,90423513
117301497,90423513
117301497,90423513
117301497,90423513
117301497,90423513
117301497,26134769
65704391,356018519
65704391,356018519
26720422,231236295
26720422,231236295
26720422,2302827
26720422,189001949
26720422,197156295
26720422,197156295
26720422,247418062
26720422,247418062
103781365,91777196
37064529,157004018
37064529,199963913
37064529,231753172
135802732,362456385
128059164,262608085
135802732,362456385
128059164,81676155
128059164,232696351
128059164,165680479
128059164,165680479
128059164,73889868
128059164,47375124
128059164,262608085
128059164,35105410
128059164,35105410
128059164,9237020
128059164,130152060
128059164,164351736
128059164,336564393
37064529,272087968
128059164,241825390
37064529,175686029
84009856,189214888
84009856,267023049
131506912,238247612
71369964,402088247
71369964,164431149
71369964,209062539
71369964,59112015
71369964,59112015
71369964,89426264
71369964,360829038
71369964,195630356
71369964,195630356
114930910,66296610
22182160,246101306
22182160,246101306
115385050,313032769
134793545,245991081
12282525,327886649
12282525,78603831
26622553,260721263
12684051,11682221
12684051,80384320
82960193,164044808
82960193,367585642
82960193,211652331
82960193,57999979
82960193,33501345
66141533,124619121
